number,value,datetime_start,datetime_complete,duration,params_dt_criterion,params_dt_max_depth,params_dt_min_samples_leaf,params_dt_min_samples_split,params_dt_splitter,params_feature_selector,params_hgb_learning_rate,params_hgb_max_bins,params_hgb_max_depth,params_hgb_max_iter,params_lasso_alpha,params_lgb_feature_fraction,params_lgb_learning_rate,params_lgb_max_depth,params_lgb_n_estimators,params_lgb_num_leaves,params_model,params_rf_bootstrap,params_rf_criterion,params_rf_max_depth,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_scaler,params_xgb_alpha,params_xgb_booster,params_xgb_lambda,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_n_estimators,user_attrs_MAE,user_attrs_MSE,user_attrs_R2,user_attrs_error,state
291,83.39952470291614,2025-05-04 05:05:58.354787,2025-05-04 05:06:11.870533,0 days 00:00:13.515746,,,,,,none,,,,,,0.7222674037300892,0.2438156662955214,5.0,948.0,131.0,LightGBM,,,,,,,robust,,,,,,,21.01061185159752,6955.480720672319,0.8882393349347092,,COMPLETE
292,88.45814042624434,2025-05-04 05:05:58.960172,2025-05-04 05:06:59.247104,0 days 00:01:00.286932,,,,,,none,,,,,,0.6732685951293926,0.015094140518567853,15.0,949.0,135.0,LightGBM,,,,,,,standard,,,,,,,21.829087385777058,7824.842607669164,0.8742704280287618,,COMPLETE
293,80.11823452557675,2025-05-04 05:06:00.159352,2025-05-04 05:06:12.909865,0 days 00:00:12.750513,,,,,,none,,,,,,0.5743937487363941,0.23122491049658553,5.0,945.0,134.0,LightGBM,,,,,,,robust,,,,,,,21.106212904875264,6418.93150349532,0.8968606078215337,,COMPLETE
294,83.08983221059643,2025-05-04 05:06:01.208120,2025-05-04 05:06:15.219583,0 days 00:00:14.011463,,,,,,none,,,,,,0.5738234200383165,0.23417519158453073,5.0,998.0,133.0,LightGBM,,,,,,,standard,,,,,,,21.330361734679677,6903.920216785068,0.8890678091174373,,COMPLETE
295,,2025-05-04 05:06:02.804433,2025-05-04 05:06:02.869328,0 days 00:00:00.064895,,,,,,none,,,,,,,,,,,RandomForest,True,mae,23.0,8.0,5.0,170.0,robust,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
296,81.2780715235074,2025-05-04 05:06:02.871929,2025-05-04 05:06:16.959079,0 days 00:00:14.087150,,,,,,none,,,,,,0.5715272617729238,0.19431093582402506,5.0,995.0,132.0,LightGBM,,,,,,,standard,,,,,,,21.39372022839166,6606.124910580386,0.893852784133735,,COMPLETE
297,86.33357513465924,2025-05-04 05:06:03.004635,2025-05-04 05:06:16.723116,0 days 00:00:13.718481,,,,,,none,,,,,,0.4266645162796123,0.19280191123271964,5.0,952.0,130.0,LightGBM,,,,,,,standard,,,,,,,22.850677559571707,7453.486195531853,0.8802373829041272,,COMPLETE
298,78.7295662064325,2025-05-04 05:06:03.069824,2025-05-04 05:06:16.371946,0 days 00:00:13.302122,,,,,,none,,,,,,0.6143255966356379,0.2052059435733207,5.0,950.0,130.0,LightGBM,,,,,,,standard,,,,,,,21.201714506920297,6198.344595053037,0.9004049982931994,,COMPLETE
299,78.71238893998435,2025-05-04 05:06:03.566552,2025-05-04 05:06:16.779610,0 days 00:00:13.213058,,,,,,none,,,,,,0.6132722277139028,0.19754801530045382,5.0,951.0,129.0,LightGBM,,,,,,,standard,,,,,,,21.426627225652158,6195.64017263937,0.900448452952871,,COMPLETE
300,81.9922595869371,2025-05-04 05:06:04.108226,2025-05-04 05:06:19.256614,0 days 00:00:15.148388,,,,,,none,,,,,,0.6084339344089112,0.202448778028292,5.0,944.0,130.0,LightGBM,,,,,,,standard,,,,,,,21.63230171172169,6722.730632171678,0.8919791633850312,,COMPLETE
301,91.25740977248664,2025-05-04 05:06:04.280265,2025-05-04 05:07:00.005130,0 days 00:00:55.724865,,,,,,none,,,,,,0.4059832690878146,0.031017664844610448,11.0,952.0,130.0,LightGBM,,,,,,,standard,,,,,,,22.609398348295443,8327.91483838354,0.8661870633644884,,COMPLETE
302,89.51811852872756,2025-05-04 05:06:04.382909,2025-05-04 05:06:18.141328,0 days 00:00:13.758419,,,,,,none,,,,,,0.5755976053174022,0.019287941349147734,5.0,948.0,285.0,LightGBM,,,,,,,standard,,,,,,,24.730963553468026,8013.493544923316,0.8712391847460291,,COMPLETE
303,81.37715159042423,2025-05-04 05:06:04.425865,2025-05-04 05:06:17.720992,0 days 00:00:13.295127,,,,,,none,,,,,,0.5712435933155674,0.20637259101977287,5.0,949.0,130.0,LightGBM,,,,,,,standard,,,,,,,21.644595724879782,6622.240800970885,0.8935938340049814,,COMPLETE
304,84.48153152248409,2025-05-04 05:06:04.630643,2025-05-04 05:06:18.527015,0 days 00:00:13.896372,,,,,,none,,,,,,0.4090517775791527,0.09640469938986468,5.0,948.0,34.0,LightGBM,,,,,,,standard,,,,,,,22.75408090008665,7137.129168384472,0.8853206076547886,,COMPLETE
305,92.0671875241814,2025-05-04 05:06:04.974946,2025-05-04 05:06:19.731007,0 days 00:00:14.756061,,,,,,none,,,,,,0.7007370357160492,0.010631554881933182,5.0,996.0,130.0,LightGBM,,,,,,,standard,,,,,,,25.414628665547166,8476.367018612786,0.8638017337145185,,COMPLETE
306,82.3092679427456,2025-05-04 05:06:05.317096,2025-05-04 05:06:20.171183,0 days 00:00:14.854087,,,,,,none,,,,,,0.612164984093799,0.03176654290465962,5.0,989.0,130.0,LightGBM,,,,,,,standard,,,,,,,22.901614240221406,6774.815589270689,0.8911422622880327,,COMPLETE
307,,2025-05-04 05:06:06.153544,2025-05-04 05:06:06.263294,0 days 00:00:00.109750,,,,,,lasso,,,,,0.013660909410966378,0.5687909583363143,0.043886202482238006,5.0,945.0,274.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
308,88.1609935356597,2025-05-04 05:06:06.236751,2025-05-04 05:06:18.358059,0 days 00:00:12.121308,,,,,,none,,,,,,0.5711514865932869,0.031401616462744676,5.0,986.0,130.0,LightGBM,,,,,,,robust,,,,,,,22.716119355668233,7772.360781194632,0.8751137060229344,,COMPLETE
309,82.96308086002205,2025-05-04 05:06:06.271965,2025-05-04 05:06:23.261663,0 days 00:00:16.989698,,,,,,none,,,,,,0.6098884015366813,0.20261252509343586,5.0,987.0,185.0,LightGBM,,,,,,,robust,,,,,,,21.079119728018473,6882.872785786556,0.88940599924128,,COMPLETE
310,89.1465716592511,2025-05-04 05:06:06.783381,2025-05-04 05:06:12.337753,0 days 00:00:05.554372,,,,,,none,0.31018613417866253,183.0,11.0,423.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,23.370429642056017,7947.11123859799,0.872305815652134,,COMPLETE
311,78.28961344157504,2025-05-04 05:06:07.023010,2025-05-04 05:06:24.749176,0 days 00:00:17.726166,,,,,,none,0.24971836873698913,176.0,11.0,474.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,21.335779018338194,6129.263572831247,0.9015149921666569,,COMPLETE
312,103.46818231411487,2025-05-04 05:06:07.358774,2025-05-04 05:07:01.308132,0 days 00:00:53.949358,,,,,,none,0.010233750045595683,183.0,12.0,418.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,24.498051603156398,10705.664751386912,0.827981377473304,,COMPLETE
313,,2025-05-04 05:06:07.595881,2025-05-04 05:06:07.655605,0 days 00:00:00.059724,mae,10.0,30.0,4.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,robust,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
314,82.12246902501093,2025-05-04 05:06:07.658704,2025-05-04 05:06:20.878443,0 days 00:00:13.219739,,,,,,none,,,,,,0.6080029847366258,0.21849516744120984,5.0,983.0,141.0,LightGBM,,,,,,,standard,,,,,,,22.00446183725526,6744.09991876388,0.8916358016854701,,COMPLETE
315,86.393641969159,2025-05-04 05:06:07.746702,2025-05-04 05:06:41.907017,0 days 00:00:34.160315,,,,,,none,,,,,,0.6830584341688062,0.2073350077100223,11.0,988.0,129.0,LightGBM,,,,,,,standard,,,,,,,21.359930401177877,7463.861372695233,0.8800706745562048,,COMPLETE
316,104.47176962781124,2025-05-04 05:06:08.290622,2025-05-04 05:07:04.010467,0 days 00:00:55.719845,,,,,,none,0.010487079762366583,180.0,13.0,432.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,24.46264299365062,10914.350649166465,0.8246282124424138,,COMPLETE
317,103.2414431947553,2025-05-04 05:06:09.127916,2025-05-04 05:06:58.533617,0 days 00:00:49.405701,,,,,,none,0.011053321302426122,179.0,12.0,389.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,24.61565606775285,10658.795592935887,0.8287344711169927,,COMPLETE
318,100.8931256628066,2025-05-04 05:06:10.387315,2025-05-04 05:07:11.725125,0 days 00:01:01.337810,,,,,,none,0.011070596649335787,181.0,12.0,466.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,24.093436054484943,10179.422806010884,0.8364370331155776,,COMPLETE
319,82.93448610911838,2025-05-04 05:06:10.718626,2025-05-04 05:06:20.466888,0 days 00:00:09.748262,,,,,,none,,,,,,0.6957164059261067,0.2062455583513686,4.0,979.0,159.0,LightGBM,,,,,,,standard,,,,,,,21.63474837212864,6878.128986183549,0.8894822226138779,,COMPLETE
320,100.70092012547975,2025-05-04 05:06:11.243603,2025-05-04 05:07:04.478976,0 days 00:00:53.235373,,,,,,none,0.011149911210230254,182.0,12.0,410.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,24.092860744266464,10140.675314118253,0.8370596278200186,,COMPLETE
321,93.61562620801962,2025-05-04 05:06:11.680491,2025-05-04 05:06:21.258936,0 days 00:00:09.578445,,,,,,none,,,,,,0.6703571563555741,0.010363759533071115,4.0,981.0,157.0,LightGBM,,,,,,,standard,,,,,,,25.83936883022197,8763.88547031965,0.8591818871975411,,COMPLETE
322,98.07807960954835,2025-05-04 05:06:11.876737,2025-05-04 05:07:17.632571,0 days 00:01:05.755834,,,,,,none,0.0110893079815293,181.0,13.0,484.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,23.835075552892828,9619.309699896905,0.845436930572706,,COMPLETE
323,78.39803955190332,2025-05-04 05:06:12.341720,2025-05-04 05:06:22.023101,0 days 00:00:09.681381,,,,,,none,,,,,,0.6966809999720412,0.2191950731936621,4.0,983.0,141.0,LightGBM,,,,,,,standard,,,,,,,21.216788127110732,6146.252605581797,0.9012420123863558,,COMPLETE
324,79.63391606520736,2025-05-04 05:06:12.845471,2025-05-04 05:06:22.628069,0 days 00:00:09.782598,,,,,,none,,,,,,0.6115167135269677,0.20445897482130912,4.0,983.0,192.0,LightGBM,,,,,,,standard,,,,,,,21.92261282555197,6341.56058788049,0.8981038037030382,,COMPLETE
325,,2025-05-04 05:06:12.916680,2025-05-04 05:06:13.027182,0 days 00:00:00.110502,,,,,,none,,,,,,,,,,,RandomForest,False,mse,24.0,20.0,2.0,269.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mse' instead.",PRUNED
326,82.55636003036096,2025-05-04 05:06:13.032959,2025-05-04 05:06:22.627211,0 days 00:00:09.594252,,,,,,none,,,,,,0.678525412259884,0.20641157719383194,4.0,980.0,216.0,LightGBM,,,,,,,standard,,,,,,,21.582016124577805,6815.552581462581,0.8904877002925413,,COMPLETE
327,77.87900722582451,2025-05-04 05:06:15.227005,2025-05-04 05:06:26.207650,0 days 00:00:10.980645,,,,,,none,,,,,,0.7039537111483791,0.21588152280309672,4.0,981.0,141.0,LightGBM,,,,,,,standard,,,,,,,21.340067875534476,6065.139766480026,0.9025453334949033,,COMPLETE
328,83.15092405558211,2025-05-04 05:06:16.378611,2025-05-04 05:06:27.091979,0 days 00:00:10.713368,,,,,,none,,,,,,0.6804042177722411,0.2009753099898704,4.0,982.0,142.0,LightGBM,,,,,,,standard,,,,,,,21.74713254401763,6914.076171297183,0.8889046232391021,,COMPLETE
329,,2025-05-04 05:06:16.728522,2025-05-04 05:06:16.940336,0 days 00:00:00.211814,,,,,,lasso,,,,,0.17391248309224674,0.6808384482300371,0.20318994548563232,4.0,977.0,140.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
330,,2025-05-04 05:06:16.791100,2025-05-04 05:06:17.095166,0 days 00:00:00.304066,,,,,,lasso,,,,,0.000822959688838628,0.6844010833986748,0.21107003816442585,10.0,981.0,156.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
331,81.69868615159942,2025-05-04 05:06:16.949574,2025-05-04 05:06:26.719795,0 days 00:00:09.770221,,,,,,none,,,,,,0.617837016816543,0.2107562000091424,4.0,980.0,142.0,LightGBM,,,,,,,standard,,,,,,,21.809804553531887,6674.675318897544,0.8927513161645618,,COMPLETE
332,82.76099952085445,2025-05-04 05:06:16.963432,2025-05-04 05:06:26.623034,0 days 00:00:09.659602,,,,,,none,,,,,,0.6169998811122982,0.21257896766396164,4.0,977.0,142.0,LightGBM,,,,,,,standard,,,,,,,21.79150358431687,6849.383041690871,0.8899441124534806,,COMPLETE
333,82.808867783198,2025-05-04 05:06:17.111834,2025-05-04 05:06:26.413632,0 days 00:00:09.301798,,,,,,none,,,,,,0.6039784331463041,0.21589559681748488,4.0,963.0,141.0,LightGBM,,,,,,,standard,,,,,,,21.970218672970063,6857.308583535168,0.889816764846163,,COMPLETE
334,144.29857331667662,2025-05-04 05:06:17.726476,2025-05-04 05:06:32.206812,0 days 00:00:14.480336,,,,,,none,0.011192709951322275,227.0,31.0,102.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,41.09417206195851,20822.078261228296,0.6654308439673928,,COMPLETE
335,83.99554260826653,2025-05-04 05:06:18.147733,2025-05-04 05:06:27.336395,0 days 00:00:09.188662,,,,,,none,,,,,,0.6059990975671509,0.2137019293595414,4.0,968.0,143.0,LightGBM,,,,,,,standard,,,,,,,22.054576238844675,7055.2511780571185,0.8866362232133218,,COMPLETE
336,129.43735903675991,2025-05-04 05:06:18.363225,2025-05-04 05:06:35.113472,0 days 00:00:16.750247,,,,,,none,0.013351259455183949,225.0,31.0,117.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,34.54549445910857,16754.029914411094,0.7307962452985751,,COMPLETE
337,81.97190748911267,2025-05-04 05:06:18.532949,2025-05-04 05:06:31.968608,0 days 00:00:13.435659,,,,,,none,0.21356789238784452,222.0,31.0,103.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,21.932617708958404,6719.393617403646,0.8920327825387296,,COMPLETE
338,148.2590268549694,2025-05-04 05:06:18.934605,2025-05-04 05:06:33.875492,0 days 00:00:14.940887,,,,,,none,0.010442601300395787,224.0,30.0,103.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,42.3259283719244,21980.739043982532,0.6468134823692476,,COMPLETE
339,,2025-05-04 05:06:19.262610,2025-05-04 05:06:19.347197,0 days 00:00:00.084587,mae,20.0,11.0,10.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,standard,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
340,81.52943093285472,2025-05-04 05:06:19.352004,2025-05-04 05:06:28.517297,0 days 00:00:09.165293,,,,,,none,,,,,,0.763547699371319,0.22021575897635454,4.0,968.0,142.0,LightGBM,,,,,,,standard,,,,,,,20.919086250311242,6647.048108235128,0.893195230188844,,COMPLETE
341,141.97737251689296,2025-05-04 05:06:19.741382,2025-05-04 05:06:35.065323,0 days 00:00:15.323941,,,,,,none,0.01150175545646392,222.0,31.0,106.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,39.454880194463065,20157.574306800594,0.676108093587916,,COMPLETE
342,125.96317788274784,2025-05-04 05:06:20.176307,2025-05-04 05:06:39.984952,0 days 00:00:19.808645,,,,,,none,0.012606867668424351,222.0,31.0,136.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,32.85924596352472,15866.722182320775,0.745053506045666,,COMPLETE
343,96.07171484635178,2025-05-04 05:06:20.473385,2025-05-04 05:07:25.077920,0 days 00:01:04.604535,,,,,,none,0.010087961761043025,227.0,29.0,452.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,24.358659677416107,9229.77439351873,0.8516959839229434,,COMPLETE
344,96.59535310532321,2025-05-04 05:06:20.885167,2025-05-04 05:07:25.617689,0 days 00:01:04.732522,,,,,,none,0.01304181384587716,228.0,31.0,500.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,23.862969049124704,9330.662241542075,0.8500749179686401,,COMPLETE
345,141.89122730901104,2025-05-04 05:06:21.264404,2025-05-04 05:06:36.980099,0 days 00:00:15.715695,,,,,,none,0.011737372630499439,217.0,31.0,105.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,39.41182235667233,20133.12038725744,0.6765010191701082,,COMPLETE
346,83.10837600771383,2025-05-04 05:06:22.029275,2025-05-04 05:06:30.554084,0 days 00:00:08.524809,,,,,,none,,,,,,0.7577915597738727,0.2228645536054337,4.0,966.0,103.0,LightGBM,,,,,,,standard,,,,,,,21.565028030727827,6907.002162639545,0.889018288411073,,COMPLETE
347,121.29728923141423,2025-05-04 05:06:22.639951,2025-05-04 05:06:41.114577,0 days 00:00:18.474626,,,,,,none,0.015096983833397491,225.0,30.0,126.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,31.225336993284426,14713.032374889359,0.7635909940117198,,COMPLETE
348,82.76359390397893,2025-05-04 05:06:22.643827,2025-05-04 05:06:30.810036,0 days 00:00:08.166209,,,,,,none,,,,,,0.8410116478002823,0.11053764813603155,4.0,966.0,143.0,LightGBM,,,,,,,standard,,,,,,,21.806456264387272,6849.812475902739,0.8899372123045122,,COMPLETE
349,81.92217107722469,2025-05-04 05:06:23.268979,2025-05-04 05:06:31.377527,0 days 00:00:08.108548,,,,,,none,,,,,,0.6295161417761078,0.16764313908094147,4.0,963.0,171.0,LightGBM,,,,,,,standard,,,,,,,21.85303654149794,6711.242114006069,0.8921637608963129,,COMPLETE
350,84.71351098319641,2025-05-04 05:06:24.757688,2025-05-04 05:06:35.821880,0 days 00:00:11.064192,,,,,,none,0.2622270666436326,178.0,10.0,469.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,22.681483231777516,7176.378943100139,0.884689942269886,,COMPLETE
351,,2025-05-04 05:06:25.718404,2025-05-04 05:06:25.807981,0 days 00:00:00.089577,,,,,,none,,,,,,,,,,,RandomForest,False,mae,30.0,7.0,6.0,226.0,standard,,,,,,,,,,"The 'criterion' parameter of RandomForestRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
352,88.39574672427588,2025-05-04 05:06:25.812623,2025-05-04 05:06:33.415884,0 days 00:00:07.603261,,,,,,none,0.2963974825036209,181.0,11.0,437.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,23.183625468353885,7813.80803894233,0.874447731480406,,COMPLETE
353,90.55351242118118,2025-05-04 05:06:26.216994,2025-05-04 05:06:33.264634,0 days 00:00:07.047640,,,,,,none,0.2145933150905828,181.0,10.0,444.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,23.200219161492658,8199.938611813015,0.8682433853885807,,COMPLETE
354,152.30373551364957,2025-05-04 05:06:26.420803,2025-05-04 05:06:41.867810,0 days 00:00:15.447007,,,,,,none,0.010602246512717616,176.0,11.0,100.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,42.81761188411296,23196.427851411718,0.6272797944636929,,COMPLETE
355,99.51675667139376,2025-05-04 05:06:26.633545,2025-05-04 05:07:36.847643,0 days 00:01:10.214098,,,,,,none,0.010111750856979289,180.0,19.0,478.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,24.23323852515767,9903.584858393395,0.8408691972914271,,COMPLETE
356,97.94397331742009,2025-05-04 05:06:26.725264,2025-05-04 05:07:32.376369,0 days 00:01:05.651105,,,,,,none,0.011308020294162183,181.0,17.0,454.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,24.184991860283862,9593.021909203499,0.8458593227967632,,COMPLETE
357,80.50497200299189,2025-05-04 05:06:27.102400,2025-05-04 05:06:35.371550,0 days 00:00:08.269150,,,,,,none,,,,,,0.7562767692725738,0.22831916225261334,4.0,961.0,153.0,LightGBM,,,,,,,robust,,,,,,,20.72964860698651,6481.050517202509,0.8958624795017351,,COMPLETE
358,90.65220678682691,2025-05-04 05:06:27.343583,2025-05-04 05:06:32.919119,0 days 00:00:05.575536,,,,,,none,0.2831041438643524,181.0,10.0,500.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,23.736909171976766,8217.822595321628,0.8679560255393902,,COMPLETE
359,89.32725859406565,2025-05-04 05:06:28.526883,2025-05-04 05:06:36.314786,0 days 00:00:07.787903,,,,,,none,0.22298981666244808,177.0,10.0,104.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,23.075708181743934,7979.359127931076,0.8717876565624099,,COMPLETE
360,142.55020797286073,2025-05-04 05:06:30.563788,2025-05-04 05:06:46.516184,0 days 00:00:15.952396,,,,,,none,0.011823238954157265,180.0,11.0,106.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,38.92385770151986,20320.56179310585,0.67348921063815,,COMPLETE
361,86.25905144877113,2025-05-04 05:06:30.823571,2025-05-04 05:06:41.791817,0 days 00:00:10.968246,,,,,,none,0.26860930910849745,181.0,10.0,475.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,22.636536984556585,7440.623956841745,0.8804440533569635,,COMPLETE
362,80.73757675886436,2025-05-04 05:06:31.384286,2025-05-04 05:06:46.746501,0 days 00:00:15.362215,,,,,,none,0.2778535013423192,177.0,10.0,112.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,21.371133026043335,6518.556300893514,0.8952598365648288,,COMPLETE
363,95.95682585209173,2025-05-04 05:06:31.979952,2025-05-04 05:07:45.140016,0 days 00:01:13.160064,,,,,,none,0.013366552608473048,182.0,10.0,504.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,23.565774535160102,9207.712427608658,0.8520504755938685,,COMPLETE
364,85.19830473780588,2025-05-04 05:06:32.214916,2025-05-04 05:06:44.854797,0 days 00:00:12.639881,,,,,,none,0.40290431655210635,182.0,10.0,494.0,,,,,,,HistGradientBosting,,,,,,,robust,,,,,,,22.936046612629053,7258.751130196037,0.8833663859576157,,COMPLETE
365,79.68615940934758,2025-05-04 05:06:32.928368,2025-05-04 05:06:43.049678,0 days 00:00:10.121310,,,,,,none,0.4260040071767289,151.0,20.0,424.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,23.657208816514764,6349.884001411954,0.8979700630934028,,COMPLETE
366,80.99123510939229,2025-05-04 05:06:33.274601,2025-05-04 05:06:43.021675,0 days 00:00:09.747074,,,,,,none,0.4171978456785367,153.0,17.0,581.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,23.588631282682314,6559.580164544858,0.8946006651186921,,COMPLETE
367,88.46428968518593,2025-05-04 05:06:33.423375,2025-05-04 05:06:38.932244,0 days 00:00:05.508869,,,,,,none,0.49906622765545916,157.0,17.0,804.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,24.9490188141222,7825.930549504494,0.8742529469792195,,COMPLETE
368,82.45940002606476,2025-05-04 05:06:33.885367,2025-05-04 05:06:41.666359,0 days 00:00:07.780992,,,,,,none,0.47749900432797926,151.0,18.0,794.0,,,,,,,HistGradientBosting,,,,,,,standard,,,,,,,24.138717077802294,6799.552652658569,0.8907447871505092,,COMPLETE
369,84.67525008695966,2025-05-04 05:06:35.074867,2025-05-04 05:06:50.709711,0 days 00:00:15.634844,,,,,,none,,,,,,0.7379463393062041,0.31994190610651146,6.0,929.0,121.0,LightGBM,,,,,,,standard,,,,,,,21.386556824953363,7169.897977289163,0.8847940784293246,,COMPLETE
370,,2025-05-04 05:06:35.118892,2025-05-04 05:06:35.321395,0 days 00:00:00.202503,mae,25.0,24.0,9.0,random,none,,,,,,,,,,,DecisionTree,,,,,,,standard,,,,,,,,,,"The 'criterion' parameter of DecisionTreeRegressor must be a str among {'friedman_mse', 'absolute_error', 'poisson', 'squared_error'}. Got 'mae' instead.",PRUNED
371,,2025-05-04 05:06:35.349348,2025-05-04 05:06:35.793434,0 days 00:00:00.444086,,,,,,lasso,,,,,0.00022595598284987686,0.6350990649052727,0.16641366718811237,6.0,924.0,127.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
372,85.06061467629767,2025-05-04 05:06:35.376585,2025-05-04 05:06:54.977716,0 days 00:00:19.601131,,,,,,none,,,,,,0.6354636764132785,0.3251568653832289,6.0,928.0,127.0,LightGBM,,,,,,,standard,,,,,,,21.87115109836145,7235.308169109588,0.8837430674592025,,COMPLETE
373,,2025-05-04 05:06:35.421769,2025-05-04 05:06:35.886436,0 days 00:00:00.464667,,,,,,lasso,,,,,0.0068745259350574866,0.7379116631282217,0.16918718696168045,6.0,930.0,121.0,LightGBM,,,,,,,standard,,,,,,,,,,"Input X contains NaN.
Lasso does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",PRUNED
