data,setmana_epidemiologica,any,nom_regio,grup_edat,casos_escarlatina,tasa_casos
01/01/2017,52,2016,Barcelona Metropolitana Nord,3 i 4,1,0.005154639175257732
01/01/2017,52,2016,Barcelona Metropolitana Nord,5 a 9,1,0.0009225092250922509
01/01/2018,1,2018,Barcelona Metropolitana Nord,5 a 9,1,0.0025575447570332483
01/01/2018,1,2018,Camp de Tarragona,3 i 4,1,0.006802721088435374
01/01/2019,1,2019,Barcelona Metropolitana Nord,15 a 19,1,0.0008525149190110827
01/01/2019,1,2019,Barcelona Metropolitana Sud,1 i 2,1,0.004149377593360996
01/01/2019,1,2019,Barcelona Metropolitana Sud,5 a 9,1,0.0017605633802816902
01/01/2020,1,2020,Barcelona Metropolitana Sud,3 i 4,1,0.007042253521126761
01/01/2020,1,2020,Terres de l'Ebre,3 i 4,1,0.01020408163265306
01/01/2021,53,2020,Barcelona Metropolitana Nord,1 i 2,1,0.0045871559633027525
01/01/2022,52,2021,Barcelona Metropolitana Sud,70 a 74,1,0.0011547344110854503
01/01/2023,52,2022,Catalunya Central,1 i 2,1,0.008403361344537815
01/01/2023,52,2022,Girona,5 a 9,2,0.0010427528675703858
01/01/2024,1,2024,Alt Pirineu i Aran,5 a 9,1,0.006060606060606061
01/01/2024,1,2024,Barcelona Ciutat,15 a 19,1,0.0012787723785166241
01/01/2024,1,2024,Barcelona Metropolitana Nord,10 a 14,1,0.002028397565922921
01/01/2024,1,2024,Girona,3 i 4,1,0.0034965034965034965
01/01/2025,1,2025,Catalunya Central,3 i 4,1,0.014705882352941176
01/01/2025,1,2025,Lleida,10 a 14,1,0.004048582995951417
01/01/2025,1,2025,No disponible,1 i 2,1,inf
01/02/2016,5,2016,Barcelona Ciutat,1 i 2,6,0.005054759898904802
01/02/2016,5,2016,Barcelona Ciutat,3 i 4,6,0.004830917874396135
01/02/2016,5,2016,Barcelona Ciutat,5 a 9,3,0.00182370820668693
01/02/2016,5,2016,Barcelona Metropolitana Nord,1 i 2,7,0.004888268156424581
01/02/2016,5,2016,Barcelona Metropolitana Nord,3 i 4,12,0.0035097981866042704
01/02/2016,5,2016,Barcelona Metropolitana Nord,5 a 9,4,0.0013231888852133643
01/02/2016,5,2016,Barcelona Metropolitana Sud,1 i 2,3,0.0047694753577106515
01/02/2016,5,2016,Barcelona Metropolitana Sud,10 a 14,1,0.0012970168612191958
01/02/2016,5,2016,Barcelona Metropolitana Sud,3 i 4,10,0.0047370914258645196
01/02/2016,5,2016,Barcelona Metropolitana Sud,5 a 9,4,0.001567398119122257
01/02/2016,5,2016,Camp de Tarragona,3 i 4,2,0.005747126436781609
01/02/2016,5,2016,Catalunya Central,3 i 4,3,0.004316546762589928
01/02/2016,5,2016,Catalunya Central,5 a 9,1,0.005649717514124294
01/02/2016,5,2016,Girona,3 i 4,5,0.0043975373790677225
01/02/2016,5,2016,Girona,5 a 9,3,0.0016295491580662683
01/02/2016,5,2016,Lleida,1 i 2,1,0.017543859649122806
01/02/2016,5,2016,Lleida,3 i 4,1,0.02040816326530612
01/02/2016,5,2016,Lleida,5 a 9,2,0.001447178002894356
01/02/2016,5,2016,Penedès,1 i 2,1,0.005376344086021506
01/02/2016,5,2016,Penedès,3 i 4,5,0.004317789291882556
01/02/2016,5,2016,Penedès,5 a 9,3,0.0013654984069185253
01/02/2017,5,2017,Barcelona Ciutat,1 i 2,5,0.005154639175257732
01/02/2017,5,2017,Barcelona Ciutat,3 i 4,4,0.005479452054794521
01/02/2017,5,2017,Barcelona Ciutat,5 a 9,1,0.002881844380403458
01/02/2017,5,2017,Barcelona Metropolitana Nord,1 i 2,1,0.0037313432835820895
01/02/2017,5,2017,Barcelona Metropolitana Nord,3 i 4,3,0.004225352112676056
01/02/2017,5,2017,Barcelona Metropolitana Sud,1 i 2,3,0.004149377593360996
01/02/2017,5,2017,Barcelona Metropolitana Sud,3 i 4,5,0.005656108597285068
01/02/2017,5,2017,Barcelona Metropolitana Sud,5 a 9,1,0.0018726591760299626
01/02/2017,5,2017,Camp de Tarragona,3 i 4,1,0.0036900369003690036
01/02/2017,5,2017,Camp de Tarragona,5 a 9,2,0.0012239902080783353
01/02/2017,5,2017,Catalunya Central,3 i 4,1,0.006134969325153374
01/02/2017,5,2017,Girona,1 i 2,1,0.0033333333333333335
01/02/2017,5,2017,Girona,5 a 9,2,0.0014064697609001407
01/02/2017,5,2017,Terres de l'Ebre,1 i 2,1,0.005208333333333333
01/02/2017,5,2017,Terres de l'Ebre,3 i 4,1,0.00411522633744856
01/02/2018,5,2018,Alt Pirineu i Aran,3 i 4,1,0.02
01/02/2018,5,2018,Barcelona Ciutat,1 i 2,1,0.005988023952095809
01/02/2018,5,2018,Barcelona Ciutat,3 i 4,2,0.003367003367003367
01/02/2018,5,2018,Barcelona Ciutat,5 a 9,5,0.001954652071931196
01/02/2018,5,2018,Barcelona Metropolitana Nord,1 i 2,2,0.0029585798816568047
01/02/2018,5,2018,Barcelona Metropolitana Nord,10 a 14,1,0.0008968609865470852
01/02/2018,5,2018,Barcelona Metropolitana Nord,3 i 4,1,0.009433962264150943
01/02/2018,5,2018,Barcelona Metropolitana Nord,5 a 9,5,0.0010667804565820354
01/02/2018,5,2018,Barcelona Metropolitana Sud,3 i 4,1,0.002824858757062147
01/02/2018,5,2018,Camp de Tarragona,3 i 4,1,0.00546448087431694
01/02/2018,5,2018,Catalunya Central,3 i 4,1,0.005405405405405406
01/02/2018,5,2018,Girona,1 i 2,1,0.002785515320334262
01/02/2018,5,2018,Lleida,5 a 9,1,0.0009082652134423251
01/02/2018,5,2018,Penedès,1 i 2,1,0.002127659574468085
01/02/2018,5,2018,Penedès,5 a 9,1,0.0017152658662092624
01/02/2018,5,2018,Terres de l'Ebre,3 i 4,1,0.008
01/02/2018,5,2018,Terres de l'Ebre,5 a 9,1,0.0015479876160990713
01/02/2019,5,2019,Alt Pirineu i Aran,15 a 19,1,0.0024630541871921183
01/02/2019,5,2019,Barcelona Ciutat,1 i 2,1,0.0051813471502590676
01/02/2019,5,2019,Barcelona Ciutat,3 i 4,5,0.004325259515570935
01/02/2019,5,2019,Barcelona Ciutat,5 a 9,5,0.0026483050847457626
01/02/2019,5,2019,Barcelona Metropolitana Nord,1 i 2,1,0.004132231404958678
01/02/2019,5,2019,Barcelona Metropolitana Nord,3 i 4,4,0.004524886877828055
01/02/2019,5,2019,Barcelona Metropolitana Nord,5 a 9,1,0.002336448598130841
01/02/2019,5,2019,Barcelona Metropolitana Sud,1 i 2,3,0.004273504273504274
01/02/2019,5,2019,Camp de Tarragona,5 a 9,1,0.001287001287001287
01/02/2019,5,2019,Catalunya Central,1 i 2,1,0.003703703703703704
01/02/2019,5,2019,Catalunya Central,3 i 4,2,0.005305039787798408
01/02/2019,5,2019,Catalunya Central,5 a 9,1,0.0012674271229404308
01/02/2019,5,2019,Girona,3 i 4,2,0.003669724770642202
01/02/2019,5,2019,Girona,5 a 9,1,0.00211864406779661
01/02/2019,5,2019,Lleida,3 i 4,1,0.0036363636363636364
01/02/2019,5,2019,Penedès,1 i 2,1,0.004149377593360996
01/02/2019,5,2019,Penedès,3 i 4,1,0.005025125628140704
01/02/2020,5,2020,Barcelona Ciutat,3 i 4,1,0.008
01/02/2020,5,2020,Barcelona Ciutat,5 a 9,1,0.00202020202020202
01/02/2020,5,2020,Barcelona Metropolitana Nord,3 i 4,1,0.00425531914893617
01/02/2020,5,2020,Barcelona Metropolitana Sud,3 i 4,3,0.0029910269192422734
01/02/2020,5,2020,Camp de Tarragona,10 a 14,1,0.0018796992481203006
01/02/2020,5,2020,Camp de Tarragona,5 a 9,1,0.0014684287812041115
01/02/2020,5,2020,Girona,1 i 2,1,0.002840909090909091
01/02/2020,5,2020,Girona,3 i 4,1,0.00273224043715847
01/02/2020,5,2020,Penedès,3 i 4,1,0.0020920502092050207
01/02/2021,5,2021,Barcelona Metropolitana Nord,3 i 4,1,0.0036900369003690036
01/02/2021,5,2021,Barcelona Metropolitana Sud,3 i 4,1,0.004048582995951417
01/02/2021,5,2021,Barcelona Metropolitana Sud,5 a 9,1,0.002638522427440633
01/02/2021,5,2021,Girona,1 i 2,1,0.0030864197530864196
01/02/2021,5,2021,Girona,3 i 4,1,0.001976284584980237
01/02/2022,5,2022,Alt Pirineu i Aran,5 a 9,1,0.004608294930875576
01/02/2022,5,2022,Barcelona Ciutat,3 i 4,1,0.008333333333333333
01/02/2022,5,2022,Barcelona Metropolitana Nord,3 i 4,1,0.006134969325153374
01/02/2022,5,2022,Barcelona Metropolitana Sud,5 a 9,1,0.001876172607879925
01/02/2022,5,2022,Terres de l'Ebre,3 i 4,1,0.0038022813688212928
01/02/2023,5,2023,Barcelona Ciutat,1 i 2,3,0.008310249307479225
01/02/2023,5,2023,Barcelona Ciutat,3 i 4,4,0.005891016200294551
01/02/2023,5,2023,Barcelona Ciutat,35 a 39,1,0.0008203445447087777
01/02/2023,5,2023,Barcelona Ciutat,40 a 44,2,0.001027221366204417
01/02/2023,5,2023,Barcelona Ciutat,5 a 9,5,0.001926040061633282
01/02/2023,5,2023,Barcelona Metropolitana Nord,1 i 2,1,0.007936507936507936
01/02/2023,5,2023,Barcelona Metropolitana Nord,3 i 4,7,0.004940014114326041
01/02/2023,5,2023,Barcelona Metropolitana Nord,5 a 9,7,0.0018656716417910447
01/02/2023,5,2023,Barcelona Metropolitana Sud,0,1,0.011111111111111112
01/02/2023,5,2023,Barcelona Metropolitana Sud,1 i 2,2,0.004338394793926247
01/02/2023,5,2023,Barcelona Metropolitana Sud,3 i 4,2,0.007220216606498195
01/02/2023,5,2023,Barcelona Metropolitana Sud,5 a 9,3,0.0014677103718199608
01/02/2023,5,2023,Camp de Tarragona,3 i 4,1,0.05
01/02/2023,5,2023,Camp de Tarragona,5 a 9,2,0.0025575447570332483
01/02/2023,5,2023,Catalunya Central,1 i 2,3,0.008264462809917356
01/02/2023,5,2023,Catalunya Central,3 i 4,1,0.00847457627118644
01/02/2023,5,2023,Catalunya Central,5 a 9,1,0.012048192771084338
01/02/2023,5,2023,Girona,1 i 2,2,0.008733624454148471
01/02/2023,5,2023,Girona,15 a 19,1,0.0009442870632672333
01/02/2023,5,2023,Girona,3 i 4,3,0.003708281829419036
01/02/2023,5,2023,Girona,5 a 9,6,0.001910828025477707
01/02/2023,5,2023,Lleida,3 i 4,1,0.006535947712418301
01/02/2023,5,2023,Penedès,3 i 4,2,0.0070921985815602835
01/02/2023,5,2023,Penedès,5 a 9,5,0.00228310502283105
01/02/2023,5,2023,Terres de l'Ebre,1 i 2,1,0.005494505494505495
01/02/2023,5,2023,Terres de l'Ebre,3 i 4,1,0.010526315789473684
01/02/2024,5,2024,Barcelona Ciutat,10 a 14,1,0.001379310344827586
01/02/2024,5,2024,Barcelona Ciutat,3 i 4,3,0.004464285714285714
01/02/2024,5,2024,Barcelona Ciutat,5 a 9,5,0.00196078431372549
01/02/2024,5,2024,Barcelona Ciutat,65 a 69,1,0.0009233610341643582
01/02/2024,5,2024,Barcelona Metropolitana Nord,1 i 2,3,0.0036900369003690036
01/02/2024,5,2024,Barcelona Metropolitana Nord,10 a 14,1,0.002369668246445498
01/02/2024,5,2024,Barcelona Metropolitana Nord,3 i 4,2,0.0055248618784530384
01/02/2024,5,2024,Barcelona Metropolitana Nord,5 a 9,5,0.0015128593040847202
01/02/2024,5,2024,Barcelona Metropolitana Sud,1 i 2,1,0.0049504950495049506
01/02/2024,5,2024,Barcelona Metropolitana Sud,10 a 14,1,0.0017211703958691911
01/02/2024,5,2024,Barcelona Metropolitana Sud,3 i 4,3,0.005474452554744526
01/02/2024,5,2024,Barcelona Metropolitana Sud,5 a 9,4,0.0016220600162206002
01/02/2024,5,2024,Camp de Tarragona,1 i 2,1,0.006711409395973154
01/02/2024,5,2024,Camp de Tarragona,10 a 14,1,0.002044989775051125
01/02/2024,5,2024,Camp de Tarragona,3 i 4,1,0.003663003663003663
01/02/2024,5,2024,Camp de Tarragona,5 a 9,1,0.0017825311942959
01/02/2024,5,2024,Catalunya Central,1 i 2,3,0.006263048016701462
01/02/2024,5,2024,Catalunya Central,3 i 4,1,0.00909090909090909
01/02/2024,5,2024,Catalunya Central,5 a 9,2,0.0022598870056497176
01/02/2024,5,2024,Girona,10 a 14,1,0.004149377593360996
01/02/2024,5,2024,Girona,3 i 4,2,0.006024096385542169
01/02/2024,5,2024,Girona,5 a 9,1,0.00141643059490085
01/02/2024,5,2024,Penedès,1 i 2,2,0.004962779156327543
01/02/2024,5,2024,Penedès,3 i 4,2,0.004975124378109453
01/02/2024,5,2024,Penedès,5 a 9,1,0.0013831258644536654
01/02/2025,5,2025,Barcelona Ciutat,3 i 4,1,0.0035335689045936395
01/02/2025,5,2025,Barcelona Metropolitana Nord,3 i 4,1,0.012048192771084338
01/02/2025,5,2025,Barcelona Metropolitana Nord,5 a 9,1,0.001564945226917058
01/02/2025,5,2025,Barcelona Metropolitana Sud,1 i 2,1,0.00684931506849315
01/02/2025,5,2025,Girona,3 i 4,2,0.004454342984409799
01/03/2016,9,2016,Barcelona Ciutat,1 i 2,3,0.005917159763313609
01/03/2016,9,2016,Barcelona Ciutat,3 i 4,2,0.004555808656036446
01/03/2016,9,2016,Barcelona Ciutat,5 a 9,4,0.001557632398753894
01/03/2016,9,2016,Barcelona Metropolitana Nord,1 i 2,3,0.004037685060565276
01/03/2016,9,2016,Barcelona Metropolitana Nord,10 a 14,1,0.0013351134846461949
01/03/2016,9,2016,Barcelona Metropolitana Nord,3 i 4,5,0.004420866489832007
01/03/2016,9,2016,Barcelona Metropolitana Nord,5 a 9,9,0.0014358647096362476
01/03/2016,9,2016,Barcelona Metropolitana Sud,10 a 14,1,0.001941747572815534
01/03/2016,9,2016,Barcelona Metropolitana Sud,3 i 4,3,0.004322766570605188
01/03/2016,9,2016,Barcelona Metropolitana Sud,5 a 9,2,0.0010251153254741158
01/03/2016,9,2016,Camp de Tarragona,3 i 4,2,0.0057306590257879654
01/03/2016,9,2016,Camp de Tarragona,5 a 9,2,0.0009610764055742432
01/03/2016,9,2016,Catalunya Central,3 i 4,1,0.004901960784313725
01/03/2016,9,2016,Girona,3 i 4,2,0.004301075268817204
01/03/2016,9,2016,Lleida,1 i 2,1,0.0036231884057971015
01/03/2016,9,2016,Lleida,5 a 9,1,0.0017421602787456446
01/03/2016,9,2016,Penedès,1 i 2,1,0.005154639175257732
01/03/2016,9,2016,Penedès,3 i 4,2,0.006006006006006006
01/03/2017,9,2017,Barcelona Ciutat,3 i 4,4,0.007067137809187279
01/03/2017,9,2017,Barcelona Metropolitana Nord,1 i 2,3,0.004934210526315789
01/03/2017,9,2017,Barcelona Metropolitana Nord,10 a 14,2,0.001129305477131564
01/03/2017,9,2017,Barcelona Metropolitana Nord,3 i 4,3,0.0049504950495049506
01/03/2017,9,2017,Barcelona Metropolitana Nord,5 a 9,1,0.0015600624024961
01/03/2017,9,2017,Barcelona Metropolitana Sud,1 i 2,3,0.0036319612590799033
01/03/2017,9,2017,Barcelona Metropolitana Sud,10 a 14,2,0.0018331805682859762
01/03/2017,9,2017,Barcelona Metropolitana Sud,3 i 4,5,0.004633920296570899
01/03/2017,9,2017,Barcelona Metropolitana Sud,5 a 9,3,0.001646542261251372
01/03/2017,9,2017,Camp de Tarragona,3 i 4,2,0.00641025641025641
01/03/2017,9,2017,Camp de Tarragona,5 a 9,2,0.0018281535648994515
01/03/2017,9,2017,Catalunya Central,0,1,0.045454545454545456
01/03/2017,9,2017,Girona,1 i 2,2,0.008547008547008548
01/03/2017,9,2017,Girona,3 i 4,1,0.0030581039755351682
01/03/2017,9,2017,Girona,5 a 9,1,0.002178649237472767
01/03/2017,9,2017,Penedès,3 i 4,2,0.0025974025974025974
01/03/2017,9,2017,Penedès,5 a 9,2,0.0008904719501335708
01/03/2018,9,2018,Barcelona Ciutat,1 i 2,4,0.005221932114882507
01/03/2018,9,2018,Barcelona Ciutat,3 i 4,2,0.005050505050505051
01/03/2018,9,2018,Barcelona Metropolitana Nord,1 i 2,2,0.007692307692307693
01/03/2018,9,2018,Barcelona Metropolitana Nord,3 i 4,6,0.0035608308605341245
01/03/2018,9,2018,Barcelona Metropolitana Nord,5 a 9,2,0.0019120458891013384
01/03/2018,9,2018,Barcelona Metropolitana Sud,1 i 2,2,0.0034482758620689655
01/03/2018,9,2018,Barcelona Metropolitana Sud,15 a 19,1,0.0014144271570014145
01/03/2018,9,2018,Barcelona Metropolitana Sud,3 i 4,1,0.008695652173913044
01/03/2018,9,2018,Barcelona Metropolitana Sud,5 a 9,3,0.0013303769401330377
01/03/2018,9,2018,Camp de Tarragona,1 i 2,1,0.004032258064516129
01/03/2018,9,2018,Camp de Tarragona,3 i 4,1,0.003355704697986577
01/03/2018,9,2018,Camp de Tarragona,5 a 9,1,0.0009328358208955224
01/03/2018,9,2018,Catalunya Central,3 i 4,2,0.006006006006006006
01/03/2018,9,2018,Girona,1 i 2,2,0.006172839506172839
01/03/2018,9,2018,Girona,3 i 4,4,0.0074487895716946
01/03/2018,9,2018,Penedès,1 i 2,1,0.008771929824561403
01/03/2018,9,2018,Penedès,5 a 9,1,0.001594896331738437
01/03/2018,9,2018,Terres de l'Ebre,5 a 9,1,0.0015479876160990713
01/03/2019,9,2019,Alt Pirineu i Aran,5 a 9,1,0.0045662100456621
01/03/2019,9,2019,Barcelona Ciutat,1 i 2,1,0.00684931506849315
01/03/2019,9,2019,Barcelona Ciutat,3 i 4,3,0.003432494279176201
01/03/2019,9,2019,Barcelona Ciutat,5 a 9,2,0.002574002574002574
01/03/2019,9,2019,Barcelona Metropolitana Nord,1 i 2,1,0.004739336492890996
01/03/2019,9,2019,Barcelona Metropolitana Nord,3 i 4,4,0.0048367593712212815
01/03/2019,9,2019,Barcelona Metropolitana Nord,5 a 9,3,0.0018832391713747645
01/03/2019,9,2019,Barcelona Metropolitana Sud,1 i 2,2,0.00468384074941452
01/03/2019,9,2019,Barcelona Metropolitana Sud,3 i 4,4,0.004618937644341801
01/03/2019,9,2019,Barcelona Metropolitana Sud,5 a 9,2,0.0016025641025641025
01/03/2019,9,2019,Camp de Tarragona,10 a 14,1,0.004830917874396135
01/03/2019,9,2019,Camp de Tarragona,3 i 4,2,0.008733624454148471
01/03/2019,9,2019,Catalunya Central,5 a 9,1,0.0019801980198019802
01/03/2019,9,2019,Girona,5 a 9,1,0.0009900990099009901
01/03/2019,9,2019,Penedès,3 i 4,1,0.005128205128205128
01/03/2019,9,2019,Terres de l'Ebre,3 i 4,2,0.007142857142857143
01/03/2020,9,2020,Barcelona Ciutat,3 i 4,1,0.008695652173913044
01/03/2020,9,2020,Barcelona Ciutat,5 a 9,1,0.006024096385542169
01/03/2020,9,2020,Barcelona Metropolitana Sud,3 i 4,1,0.004347826086956522
01/03/2020,9,2020,Camp de Tarragona,10 a 14,1,0.0010298661174047373
01/03/2020,9,2020,Girona,5 a 9,1,0.001004016064257028
01/03/2020,9,2020,Lleida,3 i 4,2,0.0056022408963585435
01/03/2020,9,2020,Penedès,3 i 4,1,0.005
01/03/2020,9,2020,Terres de l'Ebre,3 i 4,2,0.02040816326530612
01/03/2021,9,2021,Barcelona Metropolitana Sud,1 i 2,1,0.005681818181818182
01/03/2021,9,2021,Barcelona Metropolitana Sud,10 a 14,2,0.0014388489208633094
01/03/2021,9,2021,Barcelona Metropolitana Sud,3 i 4,2,0.006042296072507553
01/03/2021,9,2021,Camp de Tarragona,5 a 9,1,0.001366120218579235
01/03/2022,9,2022,Barcelona Ciutat,3 i 4,2,0.007380073800738007
01/03/2022,9,2022,Barcelona Ciutat,5 a 9,1,0.001718213058419244
01/03/2022,9,2022,Barcelona Metropolitana Nord,20 a 24,1,0.0010869565217391304
01/03/2022,9,2022,Barcelona Metropolitana Sud,3 i 4,5,0.0050200803212851405
01/03/2022,9,2022,Barcelona Metropolitana Sud,5 a 9,2,0.0023148148148148147
01/03/2022,9,2022,Catalunya Central,1 i 2,1,0.010101010101010102
01/03/2022,9,2022,Girona,3 i 4,1,0.005405405405405406
01/03/2023,9,2023,Barcelona Ciutat,1 i 2,2,0.006802721088435374
01/03/2023,9,2023,Barcelona Ciutat,10 a 14,1,0.002364066193853428
01/03/2023,9,2023,Barcelona Ciutat,3 i 4,1,0.006802721088435374
01/03/2023,9,2023,Barcelona Ciutat,5 a 9,7,0.0018612071257644244
01/03/2023,9,2023,Barcelona Metropolitana Nord,1 i 2,2,0.0034904013961605585
01/03/2023,9,2023,Barcelona Metropolitana Nord,3 i 4,5,0.004995004995004995
01/03/2023,9,2023,Barcelona Metropolitana Nord,5 a 9,5,0.0014475969889982628
01/03/2023,9,2023,Barcelona Metropolitana Sud,10 a 14,1,0.0014970059880239522
01/03/2023,9,2023,Barcelona Metropolitana Sud,3 i 4,3,0.005050505050505051
01/03/2023,9,2023,Barcelona Metropolitana Sud,5 a 9,3,0.0013934045517882026
01/03/2023,9,2023,Camp de Tarragona,1 i 2,1,0.00847457627118644
01/03/2023,9,2023,Camp de Tarragona,5 a 9,1,0.0021929824561403508
01/03/2023,9,2023,Catalunya Central,3 i 4,3,0.00804289544235925
01/03/2023,9,2023,Catalunya Central,5 a 9,1,0.0017152658662092624
01/03/2023,9,2023,Girona,3 i 4,6,0.0060790273556231
01/03/2023,9,2023,Girona,5 a 9,10,0.0011228385358185494
01/03/2023,9,2023,Lleida,5 a 9,2,0.001558846453624318
01/03/2023,9,2023,Penedès,1 i 2,4,0.006920415224913495
01/03/2023,9,2023,Penedès,3 i 4,3,0.005714285714285714
01/03/2023,9,2023,Penedès,35 a 39,1,0.0011947431302270011
01/03/2023,9,2023,Penedès,5 a 9,1,0.0013192612137203166
01/03/2023,9,2023,Terres de l'Ebre,5 a 9,1,0.0018726591760299626
01/03/2024,9,2024,Alt Pirineu i Aran,5 a 9,1,0.0021551724137931034
01/03/2024,9,2024,Barcelona Ciutat,1 i 2,1,0.007874015748031496
01/03/2024,9,2024,Barcelona Ciutat,10 a 14,1,0.0013227513227513227
01/03/2024,9,2024,Barcelona Ciutat,3 i 4,3,0.004347826086956522
01/03/2024,9,2024,Barcelona Ciutat,45 a 49,1,0.0010090817356205853
01/03/2024,9,2024,Barcelona Ciutat,5 a 9,4,0.0019445794846864365
01/03/2024,9,2024,Barcelona Metropolitana Nord,3 i 4,7,0.0054988216810683424
01/03/2024,9,2024,Barcelona Metropolitana Nord,5 a 9,9,0.0015236160487557136
01/03/2024,9,2024,Barcelona Metropolitana Sud,1 i 2,2,0.004524886877828055
01/03/2024,9,2024,Barcelona Metropolitana Sud,3 i 4,4,0.005625879043600563
01/03/2024,9,2024,Barcelona Metropolitana Sud,5 a 9,4,0.0015866719555731853
01/03/2024,9,2024,Camp de Tarragona,1 i 2,1,0.01639344262295082
01/03/2024,9,2024,Camp de Tarragona,3 i 4,1,0.005025125628140704
01/03/2024,9,2024,Camp de Tarragona,5 a 9,7,0.0016599478302110505
01/03/2024,9,2024,Camp de Tarragona,50 a 54,1,0.0006188118811881188
01/03/2024,9,2024,Catalunya Central,1 i 2,2,0.0060790273556231
01/03/2024,9,2024,Catalunya Central,3 i 4,2,0.004524886877828055
01/03/2024,9,2024,Catalunya Central,5 a 9,2,0.0014035087719298245
01/03/2024,9,2024,Girona,20 a 24,1,0.0012706480304955528
01/03/2024,9,2024,Girona,3 i 4,5,0.0038639876352395673
01/03/2024,9,2024,Girona,30 a 34,1,0.0035087719298245615
01/03/2024,9,2024,Girona,5 a 9,4,0.0011309018942606728
01/03/2024,9,2024,Lleida,35 a 39,1,0.0012300123001230013
01/03/2024,9,2024,Lleida,5 a 9,1,0.00205761316872428
01/03/2024,9,2024,Penedès,1 i 2,2,0.006920415224913495
01/03/2024,9,2024,Penedès,3 i 4,4,0.0071301247771836
01/03/2024,9,2024,Penedès,5 a 9,4,0.0025
01/03/2025,9,2025,Alt Pirineu i Aran,1 i 2,1,0.016129032258064516
01/03/2025,9,2025,Barcelona Ciutat,3 i 4,2,0.006472491909385114
01/03/2025,9,2025,Barcelona Ciutat,35 a 39,1,0.0009017132551848512
01/03/2025,9,2025,Barcelona Metropolitana Sud,5 a 9,2,0.0020181634712411706
01/03/2025,9,2025,Camp de Tarragona,1 i 2,1,0.0034965034965034965
01/03/2025,9,2025,Camp de Tarragona,3 i 4,2,0.0057306590257879654
01/03/2025,9,2025,Girona,3 i 4,3,0.003537735849056604
01/03/2025,9,2025,Lleida,1 i 2,1,0.007692307692307693
01/03/2025,9,2025,Penedès,3 i 4,1,0.011111111111111112
01/04/2016,13,2016,Barcelona Ciutat,1 i 2,2,0.004347826086956522
01/04/2016,13,2016,Barcelona Ciutat,5 a 9,2,0.001968503937007874
01/04/2016,13,2016,Barcelona Metropolitana Nord,1 i 2,1,0.005
01/04/2016,13,2016,Barcelona Metropolitana Nord,3 i 4,5,0.003940110323089046
01/04/2016,13,2016,Barcelona Metropolitana Nord,5 a 9,3,0.0010737294201861132
01/04/2016,13,2016,Barcelona Metropolitana Sud,1 i 2,2,0.003418803418803419
01/04/2016,13,2016,Barcelona Metropolitana Sud,3 i 4,4,0.004246284501061571
01/04/2016,13,2016,Barcelona Metropolitana Sud,5 a 9,1,0.0023094688221709007
01/04/2016,13,2016,Camp de Tarragona,1 i 2,1,0.006666666666666667
01/04/2016,13,2016,Catalunya Central,1 i 2,2,0.00980392156862745
01/04/2016,13,2016,Catalunya Central,3 i 4,1,0.0058823529411764705
01/04/2016,13,2016,Girona,5 a 9,2,0.0014114326040931546
01/04/2016,13,2016,Lleida,1 i 2,2,0.0036429872495446266
01/04/2017,13,2017,Barcelona Ciutat,3 i 4,2,0.004524886877828055
01/04/2017,13,2017,Barcelona Ciutat,5 a 9,1,0.0025
01/04/2017,13,2017,Barcelona Metropolitana Nord,5 a 9,1,0.001310615989515072
01/04/2017,13,2017,Catalunya Central,3 i 4,1,0.007874015748031496
01/04/2017,13,2017,Terres de l'Ebre,3 i 4,1,0.006711409395973154
01/04/2018,13,2018,Barcelona Ciutat,5 a 9,1,0.0026595744680851063
01/04/2018,13,2018,Barcelona Metropolitana Nord,1 i 2,1,0.0029411764705882353
01/04/2018,13,2018,Barcelona Metropolitana Sud,5 a 9,1,0.0008880994671403197
01/04/2018,13,2018,Camp de Tarragona,5 a 9,1,0.0026666666666666666
01/04/2018,13,2018,Girona,3 i 4,1,0.005434782608695652
01/04/2018,13,2018,Girona,35 a 39,1,0.0021231422505307855
01/04/2019,14,2019,Alt Pirineu i Aran,3 i 4,1,0.009523809523809525
01/04/2019,14,2019,Barcelona Ciutat,1 i 2,2,0.007194244604316547
01/04/2019,14,2019,Barcelona Ciutat,10 a 14,1,0.0015552099533437014
01/04/2019,14,2019,Barcelona Ciutat,3 i 4,6,0.0053811659192825115
01/04/2019,14,2019,Barcelona Ciutat,5 a 9,5,0.0019193857965451055
01/04/2019,14,2019,Barcelona Metropolitana Nord,1 i 2,8,0.004402861860209136
01/04/2019,14,2019,Barcelona Metropolitana Nord,10 a 14,1,0.002824858757062147
01/04/2019,14,2019,Barcelona Metropolitana Nord,3 i 4,7,0.0052434456928838954
01/04/2019,14,2019,Barcelona Metropolitana Nord,5 a 9,8,0.0015497869043006587
01/04/2019,14,2019,Barcelona Metropolitana Sud,1 i 2,1,0.003194888178913738
01/04/2019,14,2019,Barcelona Metropolitana Sud,3 i 4,10,0.003847633705271258
01/04/2019,14,2019,Barcelona Metropolitana Sud,5 a 9,2,0.001445086705202312
01/04/2019,14,2019,Camp de Tarragona,1 i 2,2,0.005128205128205128
01/04/2019,14,2019,Camp de Tarragona,3 i 4,2,0.014492753623188406
01/04/2019,14,2019,Camp de Tarragona,5 a 9,1,0.001215066828675577
01/04/2019,14,2019,Catalunya Central,1 i 2,1,0.011494252873563218
