data,setmana_epidemiologica,any,nom_regio,grup_edat,casos_escarlatina,tasa_casos
22/11/2019,47,2019,Barcelona Metropolitana Sud,3 i 4,1,0.003401360544217687
22/11/2019,47,2019,Barcelona Metropolitana Sud,5 a 9,4,0.002207505518763797
22/11/2019,47,2019,Camp de Tarragona,1 i 2,1,0.0034602076124567475
22/11/2019,47,2019,Camp de Tarragona,3 i 4,1,0.0038910505836575876
22/11/2019,47,2019,Camp de Tarragona,5 a 9,1,0.006097560975609756
22/11/2019,47,2019,Catalunya Central,3 i 4,2,0.01015228426395939
22/11/2019,47,2019,Girona,3 i 4,1,0.0017421602787456446
22/11/2019,47,2019,Girona,5 a 9,1,0.002257336343115124
22/11/2019,47,2019,Lleida,3 i 4,1,0.005
22/11/2019,47,2019,Terres de l'Ebre,3 i 4,1,0.004975124378109453
22/11/2020,47,2020,Penedès,5 a 9,1,0.0019157088122605363
22/11/2020,47,2020,Terres de l'Ebre,5 a 9,1,0.0018281535648994515
22/11/2021,47,2021,Barcelona Ciutat,3 i 4,2,0.003676470588235294
22/11/2021,47,2021,Barcelona Ciutat,35 a 39,1,0.0009302325581395349
22/11/2021,47,2021,Barcelona Metropolitana Nord,3 i 4,1,0.004149377593360996
22/11/2021,47,2021,Barcelona Metropolitana Sud,3 i 4,1,0.00510204081632653
22/11/2021,47,2021,Catalunya Central,3 i 4,2,0.005479452054794521
22/11/2021,47,2021,Girona,1 i 2,2,0.004405286343612335
22/11/2021,47,2021,Girona,3 i 4,1,0.001976284584980237
22/11/2021,47,2021,Girona,5 a 9,1,0.0006958942240779402
22/11/2021,47,2021,Penedès,1 i 2,1,0.006711409395973154
22/11/2021,47,2021,Penedès,3 i 4,1,0.005555555555555556
22/11/2021,47,2021,Terres de l'Ebre,5 a 9,1,0.0018552875695732839
22/11/2022,47,2022,Barcelona Ciutat,3 i 4,8,0.005641748942172073
22/11/2022,47,2022,Barcelona Ciutat,5 a 9,3,0.0022796352583586625
22/11/2022,47,2022,Barcelona Metropolitana Nord,1 i 2,6,0.005612722170252572
22/11/2022,47,2022,Barcelona Metropolitana Nord,10 a 14,1,0.0017064846416382253
22/11/2022,47,2022,Barcelona Metropolitana Nord,3 i 4,8,0.005925925925925926
22/11/2022,47,2022,Barcelona Metropolitana Nord,5 a 9,10,0.0014553922282055014
22/11/2022,47,2022,Barcelona Metropolitana Sud,3 i 4,1,0.010638297872340425
22/11/2022,47,2022,Barcelona Metropolitana Sud,5 a 9,7,0.0015384615384615385
22/11/2022,47,2022,Barcelona Metropolitana Sud,50 a 54,1,0.0008598452278589854
22/11/2022,47,2022,Camp de Tarragona,3 i 4,3,0.007194244604316547
22/11/2022,47,2022,Camp de Tarragona,5 a 9,3,0.0028957528957528956
22/11/2022,47,2022,Catalunya Central,5 a 9,1,0.0017667844522968198
22/11/2022,47,2022,Girona,1 i 2,3,0.00558659217877095
22/11/2022,47,2022,Girona,10 a 14,2,0.0009675858732462506
22/11/2022,47,2022,Girona,3 i 4,3,0.0034562211981566822
22/11/2022,47,2022,Girona,5 a 9,5,0.0010144045445323595
22/11/2022,47,2022,Lleida,1 i 2,1,0.0051813471502590676
22/11/2022,47,2022,Penedès,5 a 9,3,0.0011695906432748538
22/11/2022,47,2022,Terres de l'Ebre,5 a 9,1,0.001445086705202312
22/11/2023,47,2023,Barcelona Ciutat,1 i 2,1,0.005813953488372093
22/11/2023,47,2023,Barcelona Ciutat,20 a 24,1,0.0011737089201877935
22/11/2023,47,2023,Barcelona Ciutat,3 i 4,1,0.006024096385542169
22/11/2023,47,2023,Barcelona Ciutat,5 a 9,4,0.0019286403085824494
22/11/2023,47,2023,Barcelona Metropolitana Nord,1 i 2,1,0.007462686567164179
22/11/2023,47,2023,Barcelona Metropolitana Nord,10 a 14,1,0.0007535795026375283
22/11/2023,47,2023,Barcelona Metropolitana Nord,15 a 19,1,0.0011750881316098707
22/11/2023,47,2023,Barcelona Metropolitana Nord,3 i 4,2,0.005494505494505495
22/11/2023,47,2023,Barcelona Metropolitana Nord,5 a 9,5,0.0018846588767433095
22/11/2023,47,2023,Barcelona Metropolitana Sud,1 i 2,3,0.004672897196261682
22/11/2023,47,2023,Barcelona Metropolitana Sud,10 a 14,2,0.0018165304268846503
22/11/2023,47,2023,Barcelona Metropolitana Sud,3 i 4,3,0.003708281829419036
22/11/2023,47,2023,Barcelona Metropolitana Sud,5 a 9,5,0.0015257857796765334
22/11/2023,47,2023,Camp de Tarragona,5 a 9,1,0.003278688524590164
22/11/2023,47,2023,Catalunya Central,10 a 14,1,0.0014947683109118087
22/11/2023,47,2023,Catalunya Central,3 i 4,5,0.007716049382716049
22/11/2023,47,2023,Catalunya Central,5 a 9,3,0.0035714285714285713
22/11/2023,47,2023,Girona,5 a 9,5,0.0018148820326678765
22/11/2023,47,2023,Lleida,5 a 9,2,0.0015873015873015873
22/11/2023,47,2023,Penedès,10 a 14,1,0.0016286644951140066
22/11/2023,47,2023,Penedès,3 i 4,1,0.0058823529411764705
22/11/2023,47,2023,Penedès,5 a 9,2,0.002162162162162162
22/11/2023,47,2023,Terres de l'Ebre,5 a 9,1,0.0017985611510791368
22/11/2024,47,2024,Barcelona Ciutat,1 i 2,3,0.005376344086021506
22/11/2024,47,2024,Barcelona Ciutat,3 i 4,3,0.004739336492890996
22/11/2024,47,2024,Barcelona Metropolitana Nord,3 i 4,2,0.0043859649122807015
22/11/2024,47,2024,Barcelona Metropolitana Nord,5 a 9,2,0.0012911555842479018
22/11/2024,47,2024,Barcelona Metropolitana Sud,1 i 2,2,0.004739336492890996
22/11/2024,47,2024,Barcelona Metropolitana Sud,3 i 4,1,0.006289308176100629
22/11/2024,47,2024,Barcelona Metropolitana Sud,5 a 9,2,0.0017167381974248926
22/11/2024,47,2024,Camp de Tarragona,3 i 4,1,0.011363636363636364
22/11/2024,47,2024,Catalunya Central,5 a 9,1,0.0032258064516129032
22/11/2024,47,2024,Girona,3 i 4,1,0.0032679738562091504
22/11/2024,47,2024,Lleida,3 i 4,1,0.022222222222222223
22/11/2024,47,2024,Penedès,3 i 4,1,0.005494505494505495
22/11/2024,47,2024,Terres de l'Ebre,5 a 9,1,0.001692047377326565
22/12/2016,51,2016,Barcelona Ciutat,1 i 2,1,0.006329113924050633
22/12/2016,51,2016,Barcelona Ciutat,3 i 4,4,0.0049813200498132005
22/12/2016,51,2016,Barcelona Ciutat,5 a 9,1,0.0012106537530266344
22/12/2016,51,2016,Barcelona Metropolitana Nord,1 i 2,2,0.004132231404958678
22/12/2016,51,2016,Barcelona Metropolitana Nord,3 i 4,5,0.004
22/12/2016,51,2016,Barcelona Metropolitana Nord,5 a 9,1,0.001669449081803005
22/12/2016,51,2016,Barcelona Metropolitana Sud,1 i 2,1,0.009174311926605505
22/12/2016,51,2016,Barcelona Metropolitana Sud,3 i 4,2,0.0045871559633027525
22/12/2016,51,2016,Barcelona Metropolitana Sud,5 a 9,2,0.0017497812773403325
22/12/2016,51,2016,Camp de Tarragona,1 i 2,1,0.0035087719298245615
22/12/2016,51,2016,Camp de Tarragona,3 i 4,1,0.005025125628140704
22/12/2016,51,2016,Camp de Tarragona,5 a 9,2,0.0022172949002217295
22/12/2016,51,2016,Catalunya Central,5 a 9,1,0.0022371364653243847
22/12/2016,51,2016,Girona,3 i 4,1,0.0018115942028985507
22/12/2016,51,2016,Girona,5 a 9,2,0.001583531274742676
22/12/2016,51,2016,Lleida,5 a 9,1,0.0012755102040816326
22/12/2016,51,2016,Penedès,1 i 2,1,0.005714285714285714
22/12/2016,51,2016,Terres de l'Ebre,3 i 4,1,0.004608294930875576
22/12/2017,51,2017,Alt Pirineu i Aran,3 i 4,1,0.007462686567164179
22/12/2017,51,2017,Barcelona Ciutat,1 i 2,1,0.004032258064516129
22/12/2017,51,2017,Barcelona Ciutat,3 i 4,5,0.005149330587023687
22/12/2017,51,2017,Barcelona Metropolitana Nord,1 i 2,1,0.004
22/12/2017,51,2017,Barcelona Metropolitana Nord,3 i 4,4,0.0039603960396039604
22/12/2017,51,2017,Barcelona Metropolitana Nord,5 a 9,3,0.0017783046828689982
22/12/2017,51,2017,Barcelona Metropolitana Sud,3 i 4,5,0.006273525721455458
22/12/2017,51,2017,Camp de Tarragona,1 i 2,1,0.003355704697986577
22/12/2017,51,2017,Camp de Tarragona,3 i 4,2,0.003795066413662239
22/12/2017,51,2017,Girona,3 i 4,1,0.0026954177897574125
22/12/2017,51,2017,Lleida,3 i 4,1,0.007194244604316547
22/12/2017,51,2017,Penedès,10 a 14,3,0.0016313213703099511
22/12/2017,51,2017,Penedès,3 i 4,3,0.0043859649122807015
22/12/2017,51,2017,Terres de l'Ebre,3 i 4,1,0.006711409395973154
22/12/2017,51,2017,Terres de l'Ebre,5 a 9,1,0.002638522427440633
22/12/2018,51,2018,Barcelona Ciutat,25 a 29,1,0.0019880715705765406
22/12/2018,51,2018,Barcelona Metropolitana Nord,15 a 19,1,0.0010111223458038423
22/12/2018,51,2018,Barcelona Metropolitana Nord,3 i 4,2,0.0035714285714285713
22/12/2018,51,2018,Barcelona Metropolitana Nord,5 a 9,2,0.0016326530612244899
22/12/2018,51,2018,Barcelona Metropolitana Sud,3 i 4,1,0.005025125628140704
22/12/2018,51,2018,Barcelona Metropolitana Sud,5 a 9,4,0.0014684287812041115
22/12/2018,51,2018,Girona,5 a 9,1,0.001026694045174538
22/12/2018,51,2018,Lleida,3 i 4,1,0.005128205128205128
22/12/2019,51,2019,Barcelona Ciutat,3 i 4,1,0.0045871559633027525
22/12/2019,51,2019,Barcelona Ciutat,5 a 9,2,0.0018726591760299626
22/12/2019,51,2019,Barcelona Metropolitana Sud,5 a 9,4,0.0017421602787456446
22/12/2019,51,2019,Camp de Tarragona,3 i 4,3,0.003401360544217687
22/12/2019,51,2019,Catalunya Central,1 i 2,1,0.015151515151515152
22/12/2019,51,2019,Girona,1 i 2,1,0.005988023952095809
22/12/2019,51,2019,Girona,3 i 4,1,0.0031847133757961785
22/12/2019,51,2019,Girona,5 a 9,2,0.0034965034965034965
22/12/2019,51,2019,Lleida,1 i 2,1,0.006622516556291391
22/12/2019,51,2019,Penedès,3 i 4,1,0.0018975332068311196
22/12/2019,51,2019,Terres de l'Ebre,3 i 4,2,0.003676470588235294
22/12/2020,52,2020,Barcelona Ciutat,5 a 9,1,0.0037593984962406013
22/12/2020,52,2020,Barcelona Metropolitana Nord,1 i 2,1,0.004329004329004329
22/12/2020,52,2020,Barcelona Metropolitana Sud,15 a 19,1,0.001984126984126984
22/12/2020,52,2020,Barcelona Metropolitana Sud,3 i 4,1,0.004975124378109453
22/12/2020,52,2020,Catalunya Central,3 i 4,1,0.004629629629629629
22/12/2020,52,2020,Girona,1 i 2,1,0.0043859649122807015
22/12/2020,52,2020,Girona,3 i 4,1,0.00267379679144385
22/12/2021,51,2021,Barcelona Metropolitana Nord,1 i 2,2,0.0030303030303030303
22/12/2021,51,2021,Barcelona Metropolitana Nord,3 i 4,2,0.003913894324853229
22/12/2021,51,2021,Barcelona Metropolitana Nord,45 a 49,1,0.000693000693000693
22/12/2021,51,2021,Barcelona Metropolitana Sud,1 i 2,1,0.005952380952380952
22/12/2021,51,2021,Camp de Tarragona,3 i 4,1,0.0072992700729927005
22/12/2021,51,2021,Catalunya Central,5 a 9,1,0.001876172607879925
22/12/2022,51,2022,Alt Pirineu i Aran,5 a 9,1,0.004273504273504274
22/12/2022,51,2022,Barcelona Ciutat,1 i 2,3,0.006622516556291391
22/12/2022,51,2022,Barcelona Ciutat,3 i 4,2,0.004866180048661801
22/12/2022,51,2022,Barcelona Ciutat,40 a 44,1,0.0013850415512465374
22/12/2022,51,2022,Barcelona Ciutat,5 a 9,1,0.0026666666666666666
22/12/2022,51,2022,Barcelona Metropolitana Nord,1 i 2,3,0.007633587786259542
22/12/2022,51,2022,Barcelona Metropolitana Nord,3 i 4,7,0.0040887850467289715
22/12/2022,51,2022,Barcelona Metropolitana Nord,40 a 44,1,0.001763668430335097
22/12/2022,51,2022,Barcelona Metropolitana Nord,5 a 9,3,0.0012647554806070826
22/12/2022,51,2022,Barcelona Metropolitana Sud,3 i 4,4,0.004259850905218318
22/12/2022,51,2022,Barcelona Metropolitana Sud,5 a 9,1,0.0013986013986013986
22/12/2022,51,2022,Camp de Tarragona,3 i 4,2,0.006369426751592357
22/12/2022,51,2022,Camp de Tarragona,5 a 9,2,0.0011702750146284377
22/12/2022,51,2022,Catalunya Central,3 i 4,1,0.012048192771084338
22/12/2022,51,2022,Catalunya Central,5 a 9,1,0.0025974025974025974
22/12/2022,51,2022,Girona,1 i 2,3,0.00819672131147541
22/12/2022,51,2022,Girona,3 i 4,2,0.00322061191626409
22/12/2022,51,2022,Girona,30 a 34,1,0.002680965147453083
22/12/2022,51,2022,Girona,35 a 39,2,0.0012586532410320957
22/12/2022,51,2022,Girona,5 a 9,3,0.0013812154696132596
22/12/2022,51,2022,Penedès,15 a 19,1,0.0013351134846461949
22/12/2022,51,2022,Penedès,3 i 4,2,0.006600660066006601
22/12/2022,51,2022,Penedès,5 a 9,5,0.0017409470752089136
22/12/2022,51,2022,Terres de l'Ebre,5 a 9,2,0.002152852529601722
22/12/2023,51,2023,Barcelona Ciutat,1 i 2,1,0.006756756756756757
22/12/2023,51,2023,Barcelona Ciutat,3 i 4,4,0.005479452054794521
22/12/2023,51,2023,Barcelona Metropolitana Nord,1 i 2,5,0.005186721991701245
22/12/2023,51,2023,Barcelona Metropolitana Nord,15 a 19,1,0.0010256410256410256
22/12/2023,51,2023,Barcelona Metropolitana Nord,3 i 4,10,0.005350454788657036
22/12/2023,51,2023,Barcelona Metropolitana Nord,5 a 9,7,0.002036067481093659
22/12/2023,51,2023,Barcelona Metropolitana Sud,15 a 19,1,0.001002004008016032
22/12/2023,51,2023,Barcelona Metropolitana Sud,3 i 4,2,0.005747126436781609
22/12/2023,51,2023,Barcelona Metropolitana Sud,5 a 9,3,0.0021291696238466998
22/12/2023,51,2023,Barcelona Metropolitana Sud,75 a 79,1,0.0016260162601626016
22/12/2023,51,2023,Camp de Tarragona,1 i 2,1,0.017857142857142856
22/12/2023,51,2023,Camp de Tarragona,3 i 4,2,0.011904761904761904
22/12/2023,51,2023,Camp de Tarragona,5 a 9,2,0.0013280212483399733
22/12/2023,51,2023,Catalunya Central,10 a 14,1,0.0029585798816568047
22/12/2023,51,2023,Catalunya Central,3 i 4,1,0.011494252873563218
22/12/2023,51,2023,Catalunya Central,5 a 9,3,0.004366812227074236
22/12/2023,51,2023,Girona,1 i 2,3,0.0038461538461538464
22/12/2023,51,2023,Girona,3 i 4,4,0.003755868544600939
22/12/2023,51,2023,Girona,5 a 9,6,0.0010284538909838875
22/12/2023,51,2023,Lleida,5 a 9,1,0.0013986013986013986
22/12/2023,51,2023,No disponible,3 i 4,1,inf
22/12/2023,51,2023,Penedès,1 i 2,1,0.00558659217877095
22/12/2023,51,2023,Penedès,10 a 14,1,0.00129366106080207
22/12/2023,51,2023,Terres de l'Ebre,1 i 2,1,0.0058823529411764705
22/12/2024,51,2024,Barcelona Ciutat,3 i 4,1,0.005291005291005291
22/12/2024,51,2024,Barcelona Metropolitana Nord,3 i 4,2,0.004273504273504274
22/12/2024,51,2024,Barcelona Metropolitana Sud,1 i 2,1,0.004273504273504274
22/12/2024,51,2024,Barcelona Metropolitana Sud,40 a 44,1,0.0008960573476702509
22/12/2024,51,2024,Girona,3 i 4,3,0.0084985835694051
22/12/2024,51,2024,Lleida,3 i 4,1,0.0043859649122807015
23/01/2016,3,2016,Barcelona Metropolitana Nord,1 i 2,1,0.004201680672268907
23/01/2016,3,2016,Barcelona Metropolitana Sud,5 a 9,2,0.001135718341851221
23/01/2016,3,2016,Camp de Tarragona,3 i 4,1,0.0029154518950437317
23/01/2016,3,2016,Camp de Tarragona,5 a 9,1,0.00202020202020202
23/01/2016,3,2016,Catalunya Central,3 i 4,2,0.006825938566552901
23/01/2016,3,2016,Girona,3 i 4,2,0.00516795865633075
23/01/2016,3,2016,Girona,5 a 9,1,0.0010131712259371835
23/01/2016,3,2016,Lleida,3 i 4,1,0.0035971223021582736
23/01/2016,3,2016,Lleida,5 a 9,1,0.0012300123001230013
23/01/2016,3,2016,Penedès,5 a 9,1,0.0015432098765432098
23/01/2017,4,2017,Barcelona Ciutat,1 i 2,3,0.004746835443037975
23/01/2017,4,2017,Barcelona Ciutat,3 i 4,6,0.004172461752433936
23/01/2017,4,2017,Barcelona Ciutat,5 a 9,2,0.0018656716417910447
23/01/2017,4,2017,Barcelona Metropolitana Nord,1 i 2,4,0.004602991944764097
23/01/2017,4,2017,Barcelona Metropolitana Nord,10 a 14,1,0.0017482517482517483
23/01/2017,4,2017,Barcelona Metropolitana Nord,3 i 4,10,0.004464285714285714
23/01/2017,4,2017,Barcelona Metropolitana Nord,5 a 9,5,0.0012027904738994466
23/01/2017,4,2017,Barcelona Metropolitana Sud,1 i 2,4,0.003913894324853229
23/01/2017,4,2017,Barcelona Metropolitana Sud,3 i 4,5,0.0038819875776397515
23/01/2017,4,2017,Barcelona Metropolitana Sud,5 a 9,8,0.0015408320493066256
23/01/2017,4,2017,Camp de Tarragona,3 i 4,3,0.0054249547920434
23/01/2017,4,2017,Camp de Tarragona,5 a 9,1,0.0024937655860349127
23/01/2017,4,2017,Catalunya Central,10 a 14,1,0.0041841004184100415
23/01/2017,4,2017,Catalunya Central,3 i 4,3,0.012145748987854251
23/01/2017,4,2017,Catalunya Central,5 a 9,2,0.0014577259475218659
23/01/2017,4,2017,Girona,10 a 14,1,0.0007401924500370096
23/01/2017,4,2017,Girona,3 i 4,2,0.002699055330634278
23/01/2017,4,2017,Girona,5 a 9,3,0.00186219739292365
23/01/2017,4,2017,Lleida,5 a 9,2,0.002028397565922921
23/01/2017,4,2017,Penedès,1 i 2,1,0.004807692307692308
23/01/2017,4,2017,Penedès,3 i 4,1,0.004201680672268907
23/01/2017,4,2017,Penedès,5 a 9,1,0.001718213058419244
23/01/2017,4,2017,Terres de l'Ebre,5 a 9,2,0.0018535681186283596
23/01/2018,4,2018,Barcelona Ciutat,1 i 2,2,0.004819277108433735
23/01/2018,4,2018,Barcelona Ciutat,3 i 4,3,0.014354066985645933
23/01/2018,4,2018,Barcelona Ciutat,5 a 9,1,0.0026595744680851063
23/01/2018,4,2018,Barcelona Metropolitana Nord,1 i 2,3,0.003264417845484222
23/01/2018,4,2018,Barcelona Metropolitana Nord,10 a 14,1,0.0017035775127768314
23/01/2018,4,2018,Barcelona Metropolitana Nord,3 i 4,5,0.005149330587023687
23/01/2018,4,2018,Barcelona Metropolitana Nord,5 a 9,2,0.0011242270938729624
23/01/2018,4,2018,Barcelona Metropolitana Sud,10 a 14,1,0.002890173410404624
23/01/2018,4,2018,Barcelona Metropolitana Sud,3 i 4,5,0.003909304143862392
23/01/2018,4,2018,Barcelona Metropolitana Sud,5 a 9,1,0.001763668430335097
23/01/2018,4,2018,Camp de Tarragona,10 a 14,1,0.0019455252918287938
23/01/2018,4,2018,Camp de Tarragona,5 a 9,1,0.0013440860215053765
23/01/2018,4,2018,Catalunya Central,3 i 4,1,0.0196078431372549
23/01/2018,4,2018,Girona,1 i 2,2,0.0033500837520938024
23/01/2018,4,2018,Girona,3 i 4,3,0.005714285714285714
23/01/2018,4,2018,Girona,5 a 9,4,0.0015284677111196026
23/01/2018,4,2018,Lleida,3 i 4,1,0.014925373134328358
23/01/2018,4,2018,Lleida,5 a 9,1,0.005319148936170213
23/01/2018,4,2018,Penedès,1 i 2,1,0.004098360655737705
23/01/2018,4,2018,Penedès,3 i 4,3,0.009523809523809525
23/01/2018,4,2018,Terres de l'Ebre,3 i 4,2,0.010309278350515464
23/01/2019,4,2019,Barcelona Ciutat,3 i 4,3,0.004166666666666667
23/01/2019,4,2019,Barcelona Ciutat,5 a 9,1,0.0043859649122807015
23/01/2019,4,2019,Barcelona Ciutat,50 a 54,1,0.00141643059490085
23/01/2019,4,2019,Barcelona Metropolitana Nord,3 i 4,8,0.005784526391901663
23/01/2019,4,2019,Barcelona Metropolitana Nord,30 a 34,1,0.0015432098765432098
23/01/2019,4,2019,Barcelona Metropolitana Nord,5 a 9,4,0.0016413623307345096
23/01/2019,4,2019,Camp de Tarragona,1 i 2,1,0.06666666666666667
23/01/2019,4,2019,Camp de Tarragona,10 a 14,1,0.0017825311942959
23/01/2019,4,2019,Camp de Tarragona,3 i 4,1,0.0038910505836575876
23/01/2019,4,2019,Camp de Tarragona,5 a 9,1,0.0022371364653243847
23/01/2019,4,2019,Girona,1 i 2,1,0.005917159763313609
23/01/2019,4,2019,Girona,3 i 4,1,0.008130081300813009
23/01/2019,4,2019,Lleida,1 i 2,3,0.005050505050505051
23/01/2019,4,2019,Lleida,3 i 4,1,0.013888888888888888
23/01/2019,4,2019,Penedès,5 a 9,1,0.0017543859649122807
23/01/2019,4,2019,Terres de l'Ebre,5 a 9,1,0.004149377593360996
23/01/2020,4,2020,Barcelona Ciutat,1 i 2,1,0.005649717514124294
23/01/2020,4,2020,Barcelona Ciutat,3 i 4,2,0.003968253968253968
23/01/2020,4,2020,Barcelona Ciutat,5 a 9,1,0.0017241379310344827
23/01/2020,4,2020,Barcelona Metropolitana Nord,1 i 2,1,0.007462686567164179
23/01/2020,4,2020,Barcelona Metropolitana Nord,3 i 4,8,0.004839685420447671
23/01/2020,4,2020,Barcelona Metropolitana Nord,5 a 9,2,0.0014825796886582653
23/01/2020,4,2020,Barcelona Metropolitana Sud,1 i 2,1,0.008403361344537815
23/01/2020,4,2020,Barcelona Metropolitana Sud,3 i 4,1,0.0032679738562091504
23/01/2020,4,2020,Barcelona Metropolitana Sud,5 a 9,1,0.00234192037470726
23/01/2020,4,2020,Camp de Tarragona,10 a 14,1,0.001366120218579235
23/01/2020,4,2020,Camp de Tarragona,3 i 4,1,0.0023584905660377358
23/01/2020,4,2020,Girona,3 i 4,2,0.004347826086956522
23/01/2020,4,2020,Girona,5 a 9,1,0.0011037527593818985
23/01/2020,4,2020,Lleida,10 a 14,1,0.0022988505747126436
23/01/2020,4,2020,Lleida,3 i 4,1,0.01282051282051282
23/01/2020,4,2020,Penedès,1 i 2,1,0.004048582995951417
23/01/2020,4,2020,Penedès,5 a 9,1,0.0018484288354898336
23/01/2021,3,2021,Barcelona Ciutat,3 i 4,1,0.0035460992907801418
23/01/2021,3,2021,Barcelona Metropolitana Nord,3 i 4,1,0.0045662100456621
23/01/2022,3,2022,Barcelona Ciutat,1 i 2,1,0.004901960784313725
23/01/2022,3,2022,Barcelona Ciutat,3 i 4,1,0.0031847133757961785
23/01/2022,3,2022,Girona,3 i 4,2,0.012903225806451613
23/01/2023,4,2023,Alt Pirineu i Aran,3 i 4,1,0.013888888888888888
23/01/2023,4,2023,Alt Pirineu i Aran,5 a 9,1,0.007246376811594203
23/01/2023,4,2023,Barcelona Ciutat,1 i 2,3,0.006550218340611353
23/01/2023,4,2023,Barcelona Ciutat,10 a 14,1,0.002544529262086514
23/01/2023,4,2023,Barcelona Ciutat,3 i 4,13,0.006842105263157895
23/01/2023,4,2023,Barcelona Ciutat,5 a 9,10,0.0020807324178110697
23/01/2023,4,2023,Barcelona Metropolitana Nord,1 i 2,7,0.004315659679408138
23/01/2023,4,2023,Barcelona Metropolitana Nord,3 i 4,13,0.004559803577692038
23/01/2023,4,2023,Barcelona Metropolitana Nord,5 a 9,17,0.0015878946385204558
23/01/2023,4,2023,Barcelona Metropolitana Sud,1 i 2,1,0.003787878787878788
23/01/2023,4,2023,Barcelona Metropolitana Sud,3 i 4,15,0.0049261083743842365
23/01/2023,4,2023,Barcelona Metropolitana Sud,30 a 34,1,0.0010582010582010583
23/01/2023,4,2023,Barcelona Metropolitana Sud,5 a 9,10,0.0017445917655268667
23/01/2023,4,2023,Camp de Tarragona,3 i 4,4,0.007407407407407408
23/01/2023,4,2023,Camp de Tarragona,5 a 9,3,0.00117096018735363
23/01/2023,4,2023,Catalunya Central,1 i 2,1,0.006622516556291391
23/01/2023,4,2023,Catalunya Central,3 i 4,4,0.005263157894736842
23/01/2023,4,2023,Catalunya Central,5 a 9,3,0.0024271844660194173
23/01/2023,4,2023,Girona,1 i 2,2,0.002840909090909091
23/01/2023,4,2023,Girona,10 a 14,1,0.000856898029134533
23/01/2023,4,2023,Girona,3 i 4,4,0.004489337822671156
23/01/2023,4,2023,Girona,30 a 34,1,0.002506265664160401
23/01/2023,4,2023,Girona,5 a 9,4,0.0012296341838303104
23/01/2023,4,2023,Lleida,1 i 2,1,0.004807692307692308
23/01/2023,4,2023,Lleida,3 i 4,3,0.007692307692307693
23/01/2023,4,2023,Lleida,5 a 9,1,0.0009560229445506692
23/01/2023,4,2023,Penedès,1 i 2,3,0.005291005291005291
23/01/2023,4,2023,Penedès,3 i 4,4,0.0040858018386108275
23/01/2023,4,2023,Penedès,5 a 9,6,0.0016411378555798686
23/01/2023,4,2023,Terres de l'Ebre,3 i 4,1,0.004219409282700422
23/01/2024,4,2024,Barcelona Ciutat,3 i 4,1,0.013333333333333334
23/01/2024,4,2024,Barcelona Ciutat,35 a 39,1,0.0008976660682226212
23/01/2024,4,2024,Barcelona Ciutat,5 a 9,2,0.0025348542458808617
23/01/2024,4,2024,Barcelona Metropolitana Nord,1 i 2,2,0.006734006734006734
23/01/2024,4,2024,Barcelona Metropolitana Nord,10 a 14,1,0.0018181818181818182
23/01/2024,4,2024,Barcelona Metropolitana Nord,3 i 4,7,0.011075949367088608
23/01/2024,4,2024,Barcelona Metropolitana Nord,5 a 9,12,0.0015015015015015015
23/01/2024,4,2024,Barcelona Metropolitana Sud,3 i 4,5,0.006031363088057901
23/01/2024,4,2024,Barcelona Metropolitana Sud,5 a 9,2,0.001710863986313088
23/01/2024,4,2024,Camp de Tarragona,1 i 2,1,0.004784688995215311
23/01/2024,4,2024,Camp de Tarragona,3 i 4,2,0.005
23/01/2024,4,2024,Camp de Tarragona,5 a 9,2,0.0024183796856106408
23/01/2024,4,2024,Catalunya Central,3 i 4,3,0.007936507936507936
23/01/2024,4,2024,Catalunya Central,5 a 9,2,0.0025157232704402514
23/01/2024,4,2024,Girona,3 i 4,6,0.003616636528028933
23/01/2024,4,2024,Girona,5 a 9,5,0.0013161358252171624
23/01/2024,4,2024,Lleida,1 i 2,2,0.005063291139240506
23/01/2024,4,2024,Lleida,3 i 4,2,0.005434782608695652
23/01/2024,4,2024,Lleida,5 a 9,5,0.002207505518763797
23/01/2024,4,2024,Penedès,1 i 2,1,0.005434782608695652
23/01/2024,4,2024,Penedès,3 i 4,1,0.005813953488372093
23/01/2024,4,2024,Penedès,5 a 9,2,0.0018198362147406734
23/01/2024,4,2024,Terres de l'Ebre,3 i 4,2,0.0044943820224719105
23/01/2025,4,2025,Alt Pirineu i Aran,5 a 9,1,0.002336448598130841
23/01/2025,4,2025,Barcelona Ciutat,10 a 14,1,0.0022371364653243847
23/01/2025,4,2025,Barcelona Ciutat,3 i 4,4,0.005089058524173028
23/01/2025,4,2025,Barcelona Ciutat,5 a 9,1,0.0022222222222222222
23/01/2025,4,2025,Barcelona Metropolitana Nord,1 i 2,1,0.006060606060606061
23/01/2025,4,2025,Barcelona Metropolitana Nord,3 i 4,5,0.005202913631633715
23/01/2025,4,2025,Barcelona Metropolitana Nord,5 a 9,2,0.0021810250817884407
23/01/2025,4,2025,Barcelona Metropolitana Sud,1 i 2,2,0.00904977375565611
23/01/2025,4,2025,Barcelona Metropolitana Sud,5 a 9,4,0.0017730496453900709
23/01/2025,4,2025,Camp de Tarragona,1 i 2,1,0.003194888178913738
23/01/2025,4,2025,Camp de Tarragona,3 i 4,2,0.006024096385542169
23/01/2025,4,2025,Girona,3 i 4,1,0.00211864406779661
23/01/2025,4,2025,Lleida,5 a 9,1,0.003289473684210526
